usuario_id,educacion_id,fecha_inicio,fecha_graduacion,graduado
u1661,ed4,2006-01-01,2011-06-15,true
u291,ed5,2006-01-01,2009-06-15,true
u1351,ed126,2008-01-01,2013-06-15,true
u1064,ed47,2006-01-01,2010-06-15,true
u2099,ed76,2010-01-01,,false
u928,ed333,2016-01-01,,false
u1949,ed386,2017-01-01,2020-06-15,true
u1109,ed94,2010-01-01,2014-06-15,true
u879,ed70,2014-01-01,,false
u1217,ed393,2009-01-01,,false
u852,ed125,2012-01-01,2015-06-15,true
u210,ed286,2020-01-01,2024-06-15,true
u1826,ed411,2019-01-01,,false
u349,ed415,2019-01-01,,false
u1636,ed425,2005-01-01,2010-06-15,true
u1500,ed225,2017-01-01,2020-06-15,true
u593,ed306,2011-01-01,,false
u1380,ed329,2020-01-01,2024-06-15,true
u1959,ed18,2012-01-01,2017-06-15,true
u2050,ed57,2015-01-01,,false
u1982,ed396,2018-01-01,2024-06-15,true
u1255,ed346,2015-01-01,2018-06-15,true
u832,ed240,2008-01-01,,false
u1893,ed376,2008-01-01,2012-06-15,true
u1649,ed282,2019-01-01,2024-06-15,true
u2099,ed200,2018-01-01,2023-06-15,true
u1147,ed118,2013-01-01,2017-06-15,true
u513,ed263,2007-01-01,,false
u763,ed69,2010-01-01,2016-06-15,true
u1224,ed39,2019-01-01,,false
u2128,ed345,2017-01-01,,false
u1223,ed142,2014-01-01,,false
u1515,ed174,2011-01-01,,false
u1284,ed301,2010-01-01,,false
u1346,ed284,2005-01-01,2008-06-15,true
u431,ed190,2009-01-01,,false
u1140,ed357,2016-01-01,2019-06-15,true
u1059,ed367,2005-01-01,2010-06-15,true
u1412,ed249,2012-01-01,,false
u1331,ed227,2008-01-01,2014-06-15,true
u1126,ed420,2017-01-01,,false
u1376,ed190,2009-01-01,2013-06-15,true
u1499,ed16,2005-01-01,,false
u550,ed240,2018-01-01,2024-06-15,true
u423,ed225,2017-01-01,2021-06-15,true
u1368,ed370,2006-01-01,,false
u750,ed115,2013-01-01,,false
u2023,ed334,2015-01-01,,false
u1900,ed13,2018-01-01,2023-06-15,true
u682,ed411,2010-01-01,2013-06-15,true
u723,ed89,2011-01-01,,false
u1017,ed222,2018-01-01,2024-06-15,true
u1238,ed266,2013-01-01,,false
u2051,ed367,2006-01-01,2011-06-15,true
u1450,ed39,2005-01-01,,false
u919,ed125,2006-01-01,2009-06-15,true
u976,ed96,2012-01-01,2015-06-15,true
u1338,ed410,2009-01-01,,false
u2188,ed47,2012-01-01,,false
u109,ed265,2012-01-01,2018-06-15,true
u829,ed142,2020-01-01,,false
u1896,ed81,2014-01-01,2017-06-15,true
u1687,ed198,2015-01-01,,false
u806,ed109,2020-01-01,2026-06-15,true
u1802,ed138,2020-01-01,,false
u1050,ed277,2006-01-01,,false
u1867,ed89,2016-01-01,2021-06-15,true
u1525,ed144,2019-01-01,2022-06-15,true
u389,ed415,2018-01-01,,false
u137,ed29,2019-01-01,,false
u1186,ed237,2016-01-01,2019-06-15,true
u789,ed109,2006-01-01,,false
u1954,ed198,2006-01-01,,false
u2070,ed140,2008-01-01,2014-06-15,true
u1571,ed370,2013-01-01,,false
u2003,ed67,2009-01-01,,false
u981,ed89,2006-01-01,2011-06-15,true
u1296,ed232,2006-01-01,2011-06-15,true
u820,ed249,2007-01-01,2013-06-15,true
u750,ed134,2013-01-01,,false
u1265,ed359,2011-01-01,,false
u846,ed249,2005-01-01,2010-06-15,true
u1553,ed282,2012-01-01,,false
u2176,ed312,2008-01-01,,false
u1386,ed420,2006-01-01,2009-06-15,true
u2038,ed67,2005-01-01,,false
u170,ed48,2018-01-01,2023-06-15,true
u108,ed411,2007-01-01,2010-06-15,true
u1921,ed444,2014-01-01,,false
u632,ed186,2007-01-01,2011-06-15,true
u1636,ed315,2015-01-01,,false
u239,ed314,2013-01-01,,false
u19,ed14,2010-01-01,2013-06-15,true
u346,ed73,2020-01-01,2023-06-15,true
u2131,ed119,2016-01-01,2020-06-15,true
u1483,ed281,2019-01-01,,false
u1518,ed399,2020-01-01,2024-06-15,true
u797,ed169,2007-01-01,,false
u1276,ed131,2006-01-01,,false
u1404,ed356,2013-01-01,2016-06-15,true
u973,ed432,2007-01-01,2011-06-15,true
u145,ed339,2006-01-01,2011-06-15,true
u1541,ed203,2013-01-01,,false
u718,ed300,2020-01-01,,false
u24,ed154,2016-01-01,,false
u652,ed377,2006-01-01,2010-06-15,true
u2127,ed277,2010-01-01,2015-06-15,true
u1142,ed281,2020-01-01,,false
u2150,ed401,2020-01-01,,false
u1713,ed390,2020-01-01,2025-06-15,true
u937,ed65,2015-01-01,,false
u1913,ed129,2019-01-01,2024-06-15,true
u1859,ed296,2013-01-01,,false
u307,ed134,2020-01-01,,false
u511,ed302,2007-01-01,,false
u2005,ed135,2019-01-01,,false
u1481,ed409,2012-01-01,,false
u193,ed379,2013-01-01,,false
u1485,ed385,2019-01-01,,false
u2030,ed440,2007-01-01,2010-06-15,true
u2179,ed199,2005-01-01,2011-06-15,true
u875,ed341,2015-01-01,2019-06-15,true
u1177,ed230,2019-01-01,2023-06-15,true
u1923,ed177,2019-01-01,2025-06-15,true
u766,ed152,2015-01-01,2020-06-15,true
u1345,ed220,2014-01-01,2017-06-15,true
u847,ed119,2009-01-01,,false
u702,ed202,2018-01-01,,false
u549,ed117,2008-01-01,2013-06-15,true
u1182,ed269,2005-01-01,,false
u1365,ed359,2008-01-01,,false
u1348,ed355,2014-01-01,,false
u289,ed3,2016-01-01,,false
u158,ed281,2019-01-01,,false
u1135,ed364,2016-01-01,2019-06-15,true
u1897,ed25,2009-01-01,,false
u1612,ed72,2009-01-01,2014-06-15,true
u1719,ed372,2012-01-01,,false
u352,ed165,2015-01-01,2018-06-15,true
u1104,ed388,2015-01-01,2018-06-15,true
u1988,ed212,2007-01-01,,false
u1706,ed259,2006-01-01,2009-06-15,true
u570,ed174,2009-01-01,2013-06-15,true
u1773,ed209,2013-01-01,,false
u1261,ed290,2009-01-01,,false
u1313,ed319,2018-01-01,,false
u1702,ed398,2006-01-01,2009-06-15,true
u1309,ed183,2008-01-01,,false
u1723,ed411,2005-01-01,,false
u63,ed223,2017-01-01,,false
u1818,ed332,2010-01-01,2015-06-15,true
u780,ed112,2013-01-01,,false
u1318,ed101,2009-01-01,2012-06-15,true
u396,ed128,2008-01-01,,false
u2184,ed115,2019-01-01,2025-06-15,true
u1669,ed392,2019-01-01,2023-06-15,true
u1298,ed108,2008-01-01,2014-06-15,true
u306,ed369,2012-01-01,2015-06-15,true
u32,ed230,2019-01-01,2022-06-15,true
u975,ed311,2007-01-01,2010-06-15,true
u1007,ed129,2009-01-01,,false
u1788,ed391,2006-01-01,2010-06-15,true
u2060,ed410,2009-01-01,,false
u668,ed367,2009-01-01,,false
u1768,ed317,2005-01-01,,false
u1452,ed169,2016-01-01,,false
u1265,ed257,2018-01-01,2022-06-15,true
u1308,ed400,2018-01-01,2022-06-15,true
u1778,ed405,2005-01-01,,false
u1537,ed364,2015-01-01,2018-06-15,true
u264,ed209,2019-01-01,2023-06-15,true
u606,ed398,2020-01-01,,false
u862,ed222,2020-01-01,2025-06-15,true
u1664,ed197,2015-01-01,2018-06-15,true
u536,ed189,2006-01-01,,false
u2192,ed364,2014-01-01,,false
u1855,ed127,2013-01-01,,false
u679,ed48,2011-01-01,,false
u507,ed245,2005-01-01,2008-06-15,true
u1562,ed203,2017-01-01,2023-06-15,true
u1732,ed257,2012-01-01,2015-06-15,true
u1049,ed339,2020-01-01,,false
u2191,ed261,2012-01-01,2015-06-15,true
u547,ed21,2011-01-01,,false
u814,ed172,2011-01-01,2016-06-15,true
u1040,ed203,2017-01-01,,false
u531,ed328,2009-01-01,,false
u1113,ed61,2011-01-01,2016-06-15,true
u1477,ed320,2013-01-01,,false
u2109,ed237,2005-01-01,2008-06-15,true
u530,ed312,2019-01-01,2022-06-15,true
u2140,ed355,2005-01-01,,false
u1457,ed42,2020-01-01,2024-06-15,true
u1473,ed115,2020-01-01,,false
u1266,ed161,2010-01-01,2015-06-15,true
u695,ed268,2014-01-01,2020-06-15,true
u2198,ed351,2013-01-01,,false
u813,ed273,2009-01-01,,false
u698,ed176,2006-01-01,2012-06-15,true
u1324,ed300,2020-01-01,2024-06-15,true
u692,ed369,2010-01-01,,false
u1284,ed71,2019-01-01,,false
u429,ed38,2015-01-01,2021-06-15,true
u1387,ed366,2015-01-01,,false
u48,ed396,2016-01-01,,false
u131,ed148,2016-01-01,2021-06-15,true
u1695,ed393,2012-01-01,2018-06-15,true
u1259,ed109,2006-01-01,,false
u1367,ed262,2012-01-01,,false
u1627,ed216,2009-01-01,2015-06-15,true
u1919,ed424,2020-01-01,2026-06-15,true
u984,ed273,2007-01-01,,false
u1428,ed362,2014-01-01,2018-06-15,true
u1996,ed232,2019-01-01,,false
u1746,ed57,2013-01-01,2019-06-15,true
u891,ed106,2015-01-01,,false
u544,ed142,2010-01-01,2015-06-15,true
u1424,ed35,2008-01-01,,false
u1059,ed142,2015-01-01,2019-06-15,true
u1249,ed307,2020-01-01,,false
u2081,ed161,2006-01-01,,false
u308,ed103,2013-01-01,2016-06-15,true
u1785,ed58,2010-01-01,,false
u1464,ed339,2018-01-01,,false
u1507,ed355,2008-01-01,,false
u702,ed264,2015-01-01,,false
u1866,ed187,2015-01-01,,false
u859,ed79,2016-01-01,,false
u244,ed65,2011-01-01,,false
u575,ed113,2018-01-01,2022-06-15,true
u201,ed194,2020-01-01,2025-06-15,true
u1465,ed322,2013-01-01,2019-06-15,true
u49,ed106,2012-01-01,2015-06-15,true
u391,ed199,2017-01-01,,false
u1523,ed227,2018-01-01,,false
u363,ed332,2005-01-01,,false
u506,ed339,2005-01-01,,false
u947,ed68,2016-01-01,2021-06-15,true
u1005,ed95,2015-01-01,,false
u1454,ed39,2011-01-01,2014-06-15,true
u1174,ed188,2020-01-01,2024-06-15,true
u1694,ed64,2015-01-01,2018-06-15,true
u1778,ed193,2008-01-01,2012-06-15,true
u536,ed327,2006-01-01,,false
u1711,ed417,2011-01-01,2015-06-15,true
u80,ed368,2013-01-01,2018-06-15,true
u1866,ed316,2020-01-01,,false
u1883,ed351,2020-01-01,,false
u467,ed115,2008-01-01,2014-06-15,true
u1009,ed81,2018-01-01,,false
u1429,ed440,2017-01-01,,false
u136,ed68,2011-01-01,,false
u988,ed237,2009-01-01,2013-06-15,true
u1190,ed164,2017-01-01,,false
u1284,ed150,2010-01-01,,false
u2131,ed204,2018-01-01,,false
u2066,ed228,2020-01-01,,false
u1370,ed186,2019-01-01,,false
u1361,ed354,2008-01-01,2013-06-15,true
u1775,ed63,2011-01-01,,false
u980,ed423,2016-01-01,,false
u158,ed18,2015-01-01,,false
u1617,ed385,2012-01-01,2017-06-15,true
u2000,ed144,2018-01-01,,false
u1624,ed360,2017-01-01,2021-06-15,true
u733,ed176,2006-01-01,,false
u2194,ed201,2018-01-01,,false
u321,ed27,2007-01-01,,false
u882,ed76,2010-01-01,2013-06-15,true
u2089,ed65,2018-01-01,,false
u813,ed428,2018-01-01,2022-06-15,true
u1690,ed166,2006-01-01,2011-06-15,true
u1801,ed115,2017-01-01,2023-06-15,true
u2119,ed363,2008-01-01,2011-06-15,true
u118,ed60,2015-01-01,,false
u1998,ed234,2018-01-01,,false
u73,ed196,2015-01-01,,false
u315,ed401,2007-01-01,,false
u1560,ed117,2009-01-01,2013-06-15,true
u1393,ed265,2013-01-01,,false
u132,ed250,2011-01-01,,false
u1515,ed289,2020-01-01,,false
u2072,ed124,2012-01-01,,false
u644,ed257,2016-01-01,2019-06-15,true
u85,ed413,2006-01-01,2011-06-15,true
u1135,ed241,2014-01-01,,false
u461,ed271,2007-01-01,,false
u716,ed396,2011-01-01,2016-06-15,true
u1721,ed81,2007-01-01,2011-06-15,true
u1359,ed293,2018-01-01,,false
u289,ed181,2011-01-01,2017-06-15,true
u2097,ed139,2009-01-01,2014-06-15,true
u635,ed55,2005-01-01,2010-06-15,true
u1853,ed272,2013-01-01,2017-06-15,true
u76,ed342,2017-01-01,2023-06-15,true
u129,ed148,2006-01-01,,false
u527,ed336,2019-01-01,,false
u1807,ed269,2016-01-01,,false
u796,ed116,2013-01-01,,false
u1998,ed353,2006-01-01,,false
u2067,ed3,2012-01-01,2018-06-15,true
u45,ed337,2019-01-01,2023-06-15,true
u1218,ed241,2017-01-01,,false
u1201,ed190,2005-01-01,2009-06-15,true
u1294,ed182,2019-01-01,,false
u883,ed94,2019-01-01,,false
u1122,ed222,2008-01-01,2012-06-15,true
u211,ed107,2010-01-01,,false
u1262,ed210,2019-01-01,2024-06-15,true
u194,ed88,2006-01-01,2010-06-15,true
u1047,ed167,2014-01-01,,false
u1179,ed80,2015-01-01,,false
u770,ed221,2005-01-01,2008-06-15,true
u1531,ed400,2012-01-01,2018-06-15,true
u225,ed209,2005-01-01,2010-06-15,true
u1484,ed27,2006-01-01,,false
u312,ed121,2016-01-01,,false
u1623,ed348,2008-01-01,2011-06-15,true
u986,ed197,2005-01-01,2008-06-15,true
u1571,ed75,2020-01-01,2024-06-15,true
u360,ed204,2018-01-01,2024-06-15,true
u2118,ed337,2010-01-01,,false
u851,ed15,2016-01-01,,false
u594,ed400,2014-01-01,,false
u1166,ed26,2014-01-01,2020-06-15,true
u1945,ed125,2007-01-01,,false
u90,ed125,2018-01-01,2023-06-15,true
u494,ed55,2005-01-01,2009-06-15,true
u1399,ed265,2005-01-01,2009-06-15,true
u724,ed107,2016-01-01,2022-06-15,true
u795,ed163,2018-01-01,,false
u1369,ed293,2008-01-01,2013-06-15,true
u748,ed441,2012-01-01,,false
u1966,ed385,2008-01-01,,false
u837,ed342,2019-01-01,2024-06-15,true
u919,ed424,2019-01-01,2023-06-15,true
u155,ed391,2008-01-01,,false
u1022,ed371,2013-01-01,,false
u703,ed11,2010-01-01,,false
u729,ed311,2007-01-01,,false
u2141,ed76,2016-01-01,,false
u129,ed369,2018-01-01,,false
u1253,ed123,2017-01-01,2020-06-15,true
u585,ed120,2020-01-01,2024-06-15,true
u905,ed60,2005-01-01,2008-06-15,true
u1482,ed414,2020-01-01,,false
u1256,ed74,2014-01-01,2020-06-15,true
u722,ed99,2011-01-01,2017-06-15,true
u1221,ed301,2015-01-01,2019-06-15,true
u837,ed431,2013-01-01,,false
u1938,ed322,2010-01-01,,false
u1488,ed240,2010-01-01,2015-06-15,true
u1211,ed382,2010-01-01,,false
u623,ed138,2007-01-01,2011-06-15,true
u327,ed0,2011-01-01,,false
u1804,ed0,2010-01-01,2013-06-15,true
u1934,ed269,2010-01-01,2013-06-15,true
u1715,ed124,2007-01-01,,false
u80,ed418,2009-01-01,2012-06-15,true
u2080,ed191,2018-01-01,,false
u1693,ed120,2005-01-01,,false
u2172,ed89,2019-01-01,,false
u636,ed346,2007-01-01,2010-06-15,true
u660,ed441,2005-01-01,,false
u414,ed169,2006-01-01,,false
u848,ed66,2008-01-01,2012-06-15,true
u2102,ed13,2019-01-01,,false
u531,ed376,2013-01-01,2019-06-15,true
u1329,ed82,2012-01-01,,false
u1799,ed220,2008-01-01,,false
u333,ed422,2019-01-01,,false
u777,ed125,2019-01-01,2024-06-15,true
u269,ed443,2009-01-01,2014-06-15,true
u571,ed363,2013-01-01,2016-06-15,true
u1143,ed313,2020-01-01,,false
u181,ed449,2017-01-01,2021-06-15,true
u2004,ed286,2015-01-01,,false
u1846,ed258,2006-01-01,2012-06-15,true
u170,ed290,2018-01-01,,false
u986,ed290,2020-01-01,2025-06-15,true
u1767,ed325,2017-01-01,2020-06-15,true
u2089,ed398,2012-01-01,2017-06-15,true
u299,ed302,2007-01-01,2013-06-15,true
u1336,ed370,2006-01-01,,false
u2060,ed122,2008-01-01,2013-06-15,true
u1239,ed104,2019-01-01,,false
u93,ed342,2014-01-01,,false
u2010,ed353,2006-01-01,2011-06-15,true
u1118,ed333,2008-01-01,2011-06-15,true
u524,ed318,2017-01-01,2020-06-15,true
u1917,ed108,2007-01-01,,false
u1949,ed406,2011-01-01,2017-06-15,true
u1619,ed162,2010-01-01,2016-06-15,true
u2069,ed164,2007-01-01,2010-06-15,true
u2030,ed206,2016-01-01,,false
u1246,ed131,2007-01-01,2013-06-15,true
u883,ed179,2011-01-01,,false
u1417,ed52,2010-01-01,2013-06-15,true
u1156,ed229,2020-01-01,2024-06-15,true
u775,ed225,2016-01-01,,false
u1055,ed73,2010-01-01,,false
u682,ed260,2017-01-01,2021-06-15,true
u779,ed126,2011-01-01,2016-06-15,true
u1962,ed313,2012-01-01,,false
u1182,ed119,2011-01-01,,false
u5,ed113,2018-01-01,2024-06-15,true
u1178,ed302,2015-01-01,2020-06-15,true
u2101,ed355,2017-01-01,2022-06-15,true
u1046,ed111,2007-01-01,2013-06-15,true
u564,ed17,2012-01-01,,false
u1173,ed388,2017-01-01,,false
u1659,ed365,2020-01-01,,false
u704,ed356,2019-01-01,2024-06-15,true
u1498,ed382,2008-01-01,,false
u1116,ed367,2012-01-01,2015-06-15,true
u303,ed412,2017-01-01,2022-06-15,true
u1271,ed11,2019-01-01,2024-06-15,true
u1142,ed307,2007-01-01,,false
u859,ed323,2014-01-01,,false
u1246,ed63,2016-01-01,2019-06-15,true
u1180,ed112,2020-01-01,,false
u1795,ed108,2011-01-01,2015-06-15,true
u497,ed384,2008-01-01,,false
u777,ed238,2020-01-01,,false
u277,ed205,2016-01-01,,false
u552,ed98,2012-01-01,,false
u1738,ed134,2011-01-01,,false
u137,ed212,2007-01-01,,false
u34,ed92,2019-01-01,2023-06-15,true
u1109,ed209,2016-01-01,,false
u1271,ed446,2010-01-01,2013-06-15,true
u1789,ed174,2016-01-01,,false
u1189,ed202,2007-01-01,2011-06-15,true
u860,ed39,2019-01-01,2024-06-15,true
u179,ed57,2018-01-01,2021-06-15,true
u898,ed357,2016-01-01,2019-06-15,true
u1988,ed163,2005-01-01,2011-06-15,true
u1030,ed180,2017-01-01,2020-06-15,true
u2162,ed385,2011-01-01,,false
u315,ed65,2013-01-01,,false
u2102,ed273,2014-01-01,2017-06-15,true
u129,ed190,2006-01-01,,false
u1666,ed358,2016-01-01,,false
u255,ed171,2013-01-01,,false
u1478,ed159,2017-01-01,2020-06-15,true
u1874,ed260,2005-01-01,,false
u1964,ed43,2017-01-01,,false
u1609,ed212,2018-01-01,2022-06-15,true
u361,ed3,2017-01-01,2021-06-15,true
u287,ed80,2016-01-01,,false
u1645,ed403,2011-01-01,,false
u1352,ed440,2019-01-01,2022-06-15,true
u1164,ed429,2009-01-01,,false
u1118,ed318,2009-01-01,2013-06-15,true
u352,ed113,2015-01-01,,false
u1512,ed341,2020-01-01,,false
u2132,ed266,2018-01-01,,false
u1862,ed76,2005-01-01,,false
u2039,ed429,2005-01-01,,false
u616,ed351,2008-01-01,,false
u530,ed91,2008-01-01,,false
u1534,ed226,2014-01-01,2020-06-15,true
u535,ed437,2016-01-01,2021-06-15,true
u585,ed293,2005-01-01,,false
u2170,ed171,2009-01-01,,false
u761,ed95,2020-01-01,2026-06-15,true
u872,ed27,2008-01-01,2014-06-15,true
u2013,ed172,2012-01-01,,false
u1630,ed356,2008-01-01,2011-06-15,true
u1999,ed232,2019-01-01,2025-06-15,true
u1174,ed83,2018-01-01,2021-06-15,true
u1632,ed176,2014-01-01,2020-06-15,true
u963,ed376,2018-01-01,,false
u1730,ed211,2020-01-01,,false
u1561,ed105,2016-01-01,,false
u1769,ed71,2018-01-01,2024-06-15,true
u987,ed352,2015-01-01,,false
u108,ed359,2018-01-01,,false
u48,ed98,2011-01-01,,false
u301,ed333,2015-01-01,,false
u487,ed413,2017-01-01,2022-06-15,true
u1846,ed235,2020-01-01,,false
u593,ed122,2011-01-01,,false
u2019,ed166,2010-01-01,,false
u533,ed263,2016-01-01,2022-06-15,true
u1026,ed395,2011-01-01,2015-06-15,true
u1966,ed79,2019-01-01,,false
u1430,ed93,2009-01-01,2015-06-15,true
u529,ed177,2017-01-01,2021-06-15,true
u2077,ed316,2014-01-01,,false
u1988,ed259,2015-01-01,2018-06-15,true
u280,ed74,2015-01-01,,false
u247,ed239,2010-01-01,2016-06-15,true
u7,ed201,2020-01-01,2026-06-15,true
u157,ed65,2006-01-01,2009-06-15,true
u822,ed156,2007-01-01,2013-06-15,true
u1697,ed389,2009-01-01,2014-06-15,true
u2029,ed179,2009-01-01,2015-06-15,true
u2006,ed199,2006-01-01,2012-06-15,true
u1841,ed12,2018-01-01,2023-06-15,true
u2115,ed441,2018-01-01,,false
u1824,ed258,2007-01-01,,false
u268,ed67,2007-01-01,2010-06-15,true
u1641,ed382,2017-01-01,2022-06-15,true
u633,ed67,2011-01-01,2016-06-15,true
u909,ed149,2006-01-01,2009-06-15,true
u2047,ed421,2011-01-01,2014-06-15,true
u1738,ed41,2007-01-01,,false
u1619,ed336,2015-01-01,,false
u1218,ed255,2008-01-01,,false
u903,ed315,2015-01-01,,false
u1627,ed258,2005-01-01,2010-06-15,true
u1580,ed371,2015-01-01,2021-06-15,true
u1928,ed41,2009-01-01,2015-06-15,true
u679,ed87,2007-01-01,2012-06-15,true
u1295,ed183,2020-01-01,,false
u37,ed433,2008-01-01,2014-06-15,true
u1020,ed301,2006-01-01,2012-06-15,true
u530,ed230,2014-01-01,,false
u1133,ed368,2008-01-01,,false
u1034,ed73,2014-01-01,,false
u751,ed438,2008-01-01,,false
u1292,ed349,2008-01-01,,false
u19,ed123,2006-01-01,2010-06-15,true
u420,ed57,2011-01-01,2015-06-15,true
u867,ed389,2010-01-01,,false
u1761,ed366,2020-01-01,2026-06-15,true
u1484,ed63,2007-01-01,,false
u84,ed208,2013-01-01,,false
u1682,ed259,2007-01-01,,false
u2052,ed118,2013-01-01,2019-06-15,true
u119,ed337,2013-01-01,,false
u1052,ed50,2017-01-01,2023-06-15,true
u937,ed64,2018-01-01,,false
u1789,ed172,2009-01-01,2014-06-15,true
u76,ed438,2013-01-01,2016-06-15,true
u67,ed216,2010-01-01,2013-06-15,true
u1736,ed267,2009-01-01,,false
u461,ed237,2007-01-01,,false
u1627,ed143,2012-01-01,2017-06-15,true
u1423,ed361,2010-01-01,2014-06-15,true
u1926,ed371,2011-01-01,2014-06-15,true
u1544,ed159,2006-01-01,,false
u1419,ed292,2013-01-01,,false
u1917,ed6,2018-01-01,2022-06-15,true
u951,ed18,2011-01-01,2014-06-15,true
u977,ed106,2006-01-01,2009-06-15,true
u294,ed336,2009-01-01,2015-06-15,true
u1234,ed375,2019-01-01,2022-06-15,true
u1690,ed151,2016-01-01,,false
u10,ed26,2006-01-01,,false
u232,ed296,2017-01-01,2022-06-15,true
u1621,ed394,2012-01-01,,false
u616,ed72,2011-01-01,2014-06-15,true
u1036,ed310,2016-01-01,,false
u1993,ed280,2018-01-01,2021-06-15,true
u1646,ed295,2007-01-01,,false
u1078,ed181,2014-01-01,2017-06-15,true
u1839,ed386,2014-01-01,,false
u2170,ed37,2005-01-01,2008-06-15,true
u1142,ed318,2009-01-01,2012-06-15,true
u994,ed295,2020-01-01,2023-06-15,true
u1917,ed184,2016-01-01,2022-06-15,true
u828,ed122,2020-01-01,2023-06-15,true
u414,ed190,2009-01-01,2012-06-15,true
u1992,ed365,2013-01-01,2017-06-15,true
u603,ed447,2005-01-01,2009-06-15,true
u1950,ed328,2020-01-01,2025-06-15,true
u359,ed285,2007-01-01,,false
u1868,ed398,2015-01-01,2019-06-15,true
u838,ed313,2007-01-01,,false
u956,ed239,2020-01-01,2026-06-15,true
u282,ed352,2013-01-01,,false
u1435,ed270,2017-01-01,2022-06-15,true
u71,ed289,2010-01-01,,false
u283,ed343,2009-01-01,2012-06-15,true
u779,ed372,2014-01-01,2017-06-15,true
u616,ed128,2015-01-01,,false
u1379,ed36,2017-01-01,,false
u953,ed91,2017-01-01,2020-06-15,true
u397,ed95,2020-01-01,,false
u1802,ed226,2013-01-01,2017-06-15,true
u145,ed424,2014-01-01,2019-06-15,true
u534,ed354,2011-01-01,,false
u2197,ed336,2015-01-01,2019-06-15,true
u2187,ed166,2011-01-01,,false
u1698,ed350,2005-01-01,,false
u1735,ed366,2015-01-01,,false
u709,ed246,2011-01-01,,false
u715,ed400,2008-01-01,2012-06-15,true
u786,ed254,2005-01-01,,false
u1044,ed419,2018-01-01,2024-06-15,true
u1547,ed369,2016-01-01,,false
u1123,ed342,2016-01-01,2019-06-15,true
u1853,ed337,2011-01-01,,false
u1409,ed216,2011-01-01,,false
u667,ed399,2008-01-01,2013-06-15,true
u1387,ed242,2012-01-01,2016-06-15,true
u1975,ed58,2016-01-01,2021-06-15,true
u1785,ed232,2020-01-01,,false
u937,ed331,2007-01-01,,false
u1404,ed336,2019-01-01,2024-06-15,true
u504,ed8,2011-01-01,2017-06-15,true
u407,ed16,2011-01-01,,false
u107,ed385,2019-01-01,,false
u2073,ed116,2016-01-01,,false
u1261,ed294,2011-01-01,2014-06-15,true
u204,ed362,2013-01-01,2017-06-15,true
u1262,ed167,2019-01-01,,false
u1252,ed295,2011-01-01,2017-06-15,true
u581,ed340,2018-01-01,2024-06-15,true
u1549,ed189,2010-01-01,,false
u792,ed191,2011-01-01,2015-06-15,true
u1900,ed361,2013-01-01,,false
u1947,ed394,2008-01-01,2011-06-15,true
u634,ed259,2007-01-01,,false
u744,ed347,2008-01-01,2012-06-15,true
u984,ed251,2015-01-01,,false
u980,ed388,2010-01-01,2014-06-15,true
u1974,ed445,2009-01-01,2012-06-15,true
u407,ed268,2007-01-01,,false
u501,ed262,2013-01-01,,false
u1888,ed99,2007-01-01,2011-06-15,true
u575,ed59,2014-01-01,,false
u2103,ed285,2007-01-01,2013-06-15,true
u573,ed366,2019-01-01,,false
u2187,ed214,2008-01-01,,false
u1579,ed337,2019-01-01,2022-06-15,true
u1227,ed117,2010-01-01,,false
u218,ed209,2012-01-01,2017-06-15,true
u746,ed198,2014-01-01,,false
u1181,ed284,2011-01-01,,false
u167,ed163,2010-01-01,2013-06-15,true
u2129,ed189,2010-01-01,,false
u1281,ed396,2012-01-01,,false
u117,ed67,2013-01-01,,false
u1082,ed418,2010-01-01,2014-06-15,true
u1970,ed226,2011-01-01,2015-06-15,true
u888,ed146,2010-01-01,2016-06-15,true
u1320,ed216,2015-01-01,2019-06-15,true
u110,ed411,2008-01-01,,false
u2186,ed0,2005-01-01,,false
u1352,ed52,2018-01-01,,false
u1784,ed331,2012-01-01,,false
u1180,ed342,2019-01-01,,false
u297,ed431,2018-01-01,2021-06-15,true
u2094,ed83,2020-01-01,2026-06-15,true
u2100,ed385,2019-01-01,2023-06-15,true
u113,ed256,2012-01-01,2018-06-15,true
u1784,ed313,2018-01-01,2024-06-15,true
u26,ed354,2017-01-01,2023-06-15,true
u1867,ed143,2015-01-01,2019-06-15,true
u145,ed36,2005-01-01,,false
u648,ed401,2008-01-01,2013-06-15,true
u2195,ed214,2012-01-01,,false
u736,ed328,2012-01-01,2018-06-15,true
u1831,ed405,2017-01-01,,false
u587,ed175,2006-01-01,2010-06-15,true
u1840,ed69,2011-01-01,,false
u229,ed163,2008-01-01,2011-06-15,true
u2182,ed409,2020-01-01,2024-06-15,true
u1337,ed371,2011-01-01,,false
u1489,ed152,2013-01-01,,false
u1633,ed200,2013-01-01,,false
u198,ed14,2005-01-01,2010-06-15,true
u159,ed185,2020-01-01,2026-06-15,true
u2097,ed153,2020-01-01,,false
u841,ed369,2018-01-01,2024-06-15,true
u1150,ed19,2018-01-01,,false
u508,ed161,2014-01-01,2017-06-15,true
u998,ed343,2015-01-01,2021-06-15,true
u258,ed374,2016-01-01,2021-06-15,true
u783,ed328,2016-01-01,,false
u392,ed265,2011-01-01,,false
u643,ed248,2006-01-01,2009-06-15,true
u419,ed140,2019-01-01,,false
u59,ed377,2015-01-01,,false
u354,ed305,2018-01-01,2024-06-15,true
